State,State FIPS Code,District ID,Year,District Name,District Population,Student Population,Student Poverty Population
AL,1,190,2016,Alabaster City School District,33517,6678,953
AL,1,5,2016,Albertville City School District,21613,4063,1556
AL,1,30,2016,Alexander City City School District,17092,2662,853
AL,1,60,2016,Andalusia City School District,8942,1491,441
AL,1,90,2016,Anniston City School District,22345,3213,1187
AL,1,100,2016,Arab City School District,8277,1511,341
AL,1,120,2016,Athens City School District,24538,3943,683
AL,1,180,2016,Attalla City School District,5940,942,253
AL,1,210,2016,Auburn City School District,60508,7273,1019
AL,1,240,2016,Autauga County School District,55416,10335,1887
AL,1,270,2016,Baldwin County School District,208563,33670,5512
AL,1,300,2016,Barbour County School District,13545,1768,650
AL,1,330,2016,Bessemer City School District,27516,4744,1569
AL,1,360,2016,Bibb County School District,22643,3425,892
AL,1,390,2016,Birmingham City School District,212712,30585,11226
AL,1,420,2016,Blount County School District,51097,9009,1554
AL,1,12,2016,Boaz City School District,9640,1756,466
AL,1,450,2016,Brewton City School District,5326,888,337
AL,1,480,2016,Bullock County School District,10362,1605,689
AL,1,510,2016,Butler County School District,19998,3519,1187
AL,1,540,2016,Calhoun County School District,54887,9573,1858
AL,1,600,2016,Chambers County School District,27437,4183,1197
AL,1,630,2016,Cherokee County School District,25725,3915,982
AL,1,188,2016,Chickasaw City School District,6126,1012,480
AL,1,660,2016,Chilton County School District,43941,7778,1902
AL,1,690,2016,Choctaw County School District,12993,1972,595
AL,1,720,2016,Clarke County School District,18829,3043,1096
AL,1,750,2016,Clay County School District,13492,2077,537
AL,1,780,2016,Cleburne County School District,14563,2499,572
AL,1,810,2016,Coffee County School District,19107,3370,543
AL,1,840,2016,Colbert County School District,23564,3616,825
AL,1,870,2016,Conecuh County School District,12395,1944,809
AL,1,900,2016,Coosa County School District,10581,1367,381
AL,1,930,2016,Covington County School District,21912,3455,825
AL,1,960,2016,Crenshaw County School District,13913,2411,633
AL,1,990,2016,Cullman City School District,15041,2336,489
AL,1,1020,2016,Cullman County School District,67402,11219,1999
AL,1,1050,2016,Dale County School District,14935,2392,564
AL,1,1080,2016,Daleville City School District,11272,1775,520
AL,1,1110,2016,Dallas County School District,21058,3842,2012
AL,1,1140,2016,DeKalb County School District,56842,10547,2976
AL,1,1170,2016,Decatur City School District,55500,9344,2492
AL,1,1200,2016,Demopolis City School District,6998,1217,434
AL,1,1230,2016,Dothan City School District,67338,11475,3149
AL,1,1260,2016,Elba City School District,5312,847,232
AL,1,1290,2016,Elmore County School District,74428,12364,2365
AL,1,1320,2016,Enterprise City School District,27270,4902,946
AL,1,1350,2016,Escambia County School District,32402,5260,1475
AL,1,1380,2016,Etowah County School District,59298,9957,1966
AL,1,1410,2016,Eufaula City School District,12420,2368,852
AL,1,1440,2016,Fairfield City School District,11133,1884,560
AL,1,1470,2016,Fayette County School District,15295,2377,650
AL,1,1530,2016,Florence City School District,39173,5222,1257
AL,1,1560,2016,Fort Payne City School District,14058,2553,745
AL,1,1,2016,Fort Rucker School District,4553,882,129
AL,1,1590,2016,Franklin County School District,21818,3868,928
AL,1,1620,2016,Gadsden City School District,36237,5507,1915
AL,1,1640,2016,Geneva City School District,6248,1001,299
AL,1,1660,2016,Geneva County School District,20366,3398,963
AL,1,1680,2016,Greene County School District,8422,1411,665
AL,1,1690,2016,Guntersville City School District,8385,1322,346
AL,1,1710,2016,Hale County School District,14952,2514,810
AL,1,1720,2016,Haleyville City School District,8410,1343,336
AL,1,1730,2016,Hartselle City School District,13797,2538,329
AL,1,1740,2016,Henry County School District,17157,2703,694
AL,1,1760,2016,Homewood City School District,25208,3819,362
AL,1,7,2016,Hoover City School District,82841,14748,1205
AL,1,1770,2016,Houston County School District,37919,6819,1589
AL,1,1800,2016,Huntsville City School District,192378,27258,6152
AL,1,1830,2016,Jackson County School District,37671,6131,1310
AL,1,1860,2016,Jacksonville City School District,12721,1619,371
AL,1,1890,2016,Jasper City School District,13948,2115,614
AL,1,1920,2016,Jefferson County School District,230618,38876,6553
AL,1,1950,2016,Lamar County School District,13918,2274,551
AL,1,1980,2016,Lanett City School District,6406,942,426
AL,1,2010,2016,Lauderdale County School District,53145,8598,1433
AL,1,2040,2016,Lawrence County School District,33244,5354,1223
AL,1,2070,2016,Lee County School District,63828,11615,2004
AL,1,11,2016,Leeds City School District,11895,1742,347
AL,1,2100,2016,Limestone County School District,62513,10840,1744
AL,1,2130,2016,Linden City School District,4416,641,231
AL,1,2160,2016,Lowndes County School District,10358,1722,1040
AL,1,2190,2016,Macon County School District,18963,2416,1018
AL,1,8,2016,Madison City School District,45992,9568,705
AL,1,2220,2016,Madison County School District,124205,22510,2627
AL,1,2250,2016,Marengo County School District,8259,1459,447
AL,1,2310,2016,Marion County School District,24247,3811,1043
AL,1,6,2016,Marshall County School District,48359,8718,2381
AL,1,3,2016,Maxwell AFB School District,2481,241,28
AL,1,2350,2016,Midfield City School District,5373,1111,329
AL,1,2370,2016,Mobile County School District,388829,66870,19514
AL,1,2400,2016,Monroe County School District,21530,3730,1185
AL,1,2430,2016,Montgomery County School District,218554,36007,9595
AL,1,2480,2016,Morgan County School District,49809,8541,1527
AL,1,2490,2016,Mountain Brook City School District,20521,4712,288
AL,1,2520,2016,Muscle Shoals City School District,13105,2236,352
AL,1,2550,2016,Oneonta City School District,6607,1020,190
AL,1,2580,2016,Opelika City School District,29946,5078,1262
AL,1,2610,2016,Opp City School District,6604,1107,393
AL,1,2635,2016,Oxford City School District,22572,4041,791
AL,1,2640,2016,Ozark City School District,16809,2759,884
AL,1,194,2016,Pelham City School District,23145,4112,368
AL,1,2650,2016,Pell City City School District,29179,4929,803
AL,1,2670,2016,Perry County School District,9574,1556,752
AL,1,2700,2016,Phenix City City School District,36260,6593,1812
AL,1,2730,2016,Pickens County School District,20324,2987,985
AL,1,2760,2016,Piedmont City School District,6464,1079,301
AL,1,2790,2016,Pike County School District,14892,2301,708
AL,1,195,2016,Pike Road City School District,5314,1008,64
AL,1,2820,2016,Randolph County School District,16647,2560,812
AL,1,2850,2016,Roanoke City School District,6005,1056,304
AL,1,2880,2016,Russell County School District,26621,4501,1066
AL,1,2910,2016,Russellville City School District,9810,1795,666
AL,1,185,2016,Saraland City School District,13684,2230,381
AL,1,189,2016,Satsuma City School District,6197,1047,219
AL,1,2940,2016,Scottsboro City School District,14467,2203,462
AL,1,2970,2016,Selma City School District,18950,3561,2052
AL,1,3000,2016,Sheffield City School District,9004,1335,444
AL,1,3030,2016,Shelby County School District,127455,22744,2073
AL,1,3062,2016,St. Clair County School District,56376,9486,1545
AL,1,3090,2016,Sumter County School District,13040,1830,809
AL,1,3120,2016,Sylacauga City School District,12522,2128,509
AL,1,3150,2016,Talladega City School District,15654,2469,685
AL,1,3180,2016,Talladega County School District,47910,7683,1602
AL,1,3210,2016,Tallapoosa County School District,21963,3331,780
AL,1,3240,2016,Tallassee City School District,9043,1548,351
AL,1,3270,2016,Tarrant City School District,6405,1298,539
AL,1,3300,2016,Thomasville City School District,5563,912,258
AL,1,3330,2016,Troy City School District,18394,2235,843
AL,1,13,2016,Trussville City School District,20052,3879,316
AL,1,3360,2016,Tuscaloosa City School District,94625,11312,3298
AL,1,3390,2016,Tuscaloosa County School District,111477,19451,3393
AL,1,3420,2016,Tuscumbia City School District,8543,1275,290
AL,1,3430,2016,Vestavia Hills City School District,34216,6341,335
AL,1,3450,2016,Walker County School District,51019,8345,2336
AL,1,3480,2016,Washington County School District,16756,2949,720
AL,1,3510,2016,Wilcox County School District,10986,1979,919
AL,1,3540,2016,Winfield City School District,6506,1029,206
AL,1,3580,2016,Winston County School District,15891,2470,582
AK,2,50,2016,Alaska Gateway School District,2292,412,83
AK,2,10,2016,Aleutian Region School District,613,29,13
AK,2,7,2016,Aleutians East Borough School District,3296,213,24
AK,2,180,2016,Anchorage School District,298192,52309,4634
AK,2,525,2016,Annette Island School District,1501,292,55
AK,2,20,2016,Bering Strait School District,6158,1690,546
AK,2,30,2016,Bristol Bay Borough School District,898,122,17
AK,2,730,2016,Chatham School District,1253,184,55
AK,2,800,2016,Chugach School District,454,61,23
AK,2,70,2016,Copper River School District,2744,490,82
AK,2,60,2016,Cordova City School District,2174,369,15
AK,2,90,2016,Craig City School District,1235,241,73
AK,2,100,2016,Delta/Greely School District,4705,871,118
AK,2,770,2016,Denali Borough School District,1953,259,20
AK,2,120,2016,Dillingham City School District,2380,454,99
AK,2,600,2016,Fairbanks North Star Borough School District,100605,16694,1516
AK,2,130,2016,Galena City School District,465,104,15
AK,2,270,2016,Haines Borough School District,2496,357,50
AK,2,300,2016,Hoonah City School District,739,114,38
AK,2,330,2016,Hydaburg City School District,386,71,25
AK,2,520,2016,Iditarod Area School District,1092,227,53
AK,2,210,2016,Juneau Borough School District,32468,5189,412
AK,2,360,2016,Kake City School District,573,99,27
AK,2,5,2016,Kashunamiut School District,1012,290,129
AK,2,390,2016,Kenai Peninsula Borough School District,58506,9715,1403
AK,2,150,2016,Ketchikan Gateway Borough School District,13746,2241,242
AK,2,450,2016,Klawock City School District,776,157,36
AK,2,480,2016,Kodiak Island Borough School District,13732,2551,204
AK,2,760,2016,Kuspuk School District,1485,340,115
AK,2,485,2016,Lake and Peninsula Borough School District,1562,300,96
AK,2,1,2016,Lower Kuskokwim School District,15015,3739,1137
AK,2,3,2016,Lower Yukon School District,6490,1807,787
AK,2,510,2016,Matanuska-Susitna Borough School District,104365,20853,1893
AK,2,540,2016,Nenana City School District,374,69,9
AK,2,570,2016,Nome School District,3759,763,136
AK,2,610,2016,North Slope Borough School District,9606,1749,231
AK,2,625,2016,Northwest Arctic Borough School District,7673,1919,633
AK,2,630,2016,Pelican City School District,86,11,3
AK,2,660,2016,Petersburg Borough School District,3149,502,61
AK,2,670,2016,Pribilof School District,590,90,6
AK,2,240,2016,Sitka School District,8830,1528,118
AK,2,690,2016,Skagway School District,1088,106,9
AK,2,700,2016,Southeast Island School District,1876,287,36
AK,2,710,2016,Southwest Region School District,2574,621,235
AK,2,680,2016,St. Marys City School District,547,144,55
AK,2,715,2016,Tanana City School District,243,48,7
AK,2,720,2016,Unalaska City School District,4444,383,15
AK,2,780,2016,Valdez City School District,3861,678,37
AK,2,810,2016,Wrangell School District,2411,376,59
AK,2,840,2016,Yakutat School District,601,81,26
AK,2,775,2016,Yukon Flats School District,1423,268,84
AK,2,862,2016,Yukon-Koyukuk School District,1976,380,118
AK,2,4,2016,Yupiit School District,1422,365,148
AZ,4,450,2016,Agua Fria Union High School District,134196,7975,996
AZ,4,480,2016,Aguila Elementary District,1310,209,78
AZ,4,520,2016,Ajo Unified District,3425,419,106
AZ,4,600,2016,Alhambra Elementary District,93912,15498,6979
AZ,4,630,2016,Alpine Elementary District,473,49,14
AZ,4,4770,2016,Altar Valley Elementary District,7542,1329,328
AZ,4,680,2016,Amphitheater Unified District,141201,18832,4182
AZ,4,720,2016,Antelope Union High School District,6690,347,107
AZ,4,750,2016,Apache Elementary District,159,22,10
AZ,4,790,2016,Apache Junction Unified District,63397,7525,1684
AZ,4,840,2016,Arlington Elementary District,1654,267,65
AZ,4,870,2016,Ash Creek Elementary District,674,48,19
AZ,4,910,2016,Ash Fork Joint Unified District,1943,262,71
AZ,4,960,2016,Avondale Elementary District,49639,7627,1706
AZ,4,1000,2016,Bagdad Unified School District,2291,451,51
AZ,4,1050,2016,Balsz Elementary District,32274,3756,1542
AZ,4,1080,2016,Beaver Creek Elementary District,5139,734,135
AZ,4,212,2016,Benson Unified School District,7863,1128,397
AZ,4,1160,2016,Bicentennial Union High School District,10829,307,43
AZ,4,1180,2016,Bisbee Unified District,6771,775,321
AZ,4,1230,2016,Blue Elementary District,43,0,0
AZ,4,6580,2016,Blue Ridge Unified District,14568,2509,731
AZ,4,1260,2016,Bonita Elementary District,1209,54,8
AZ,4,1290,2016,Bouse Elementary District,1171,45,10
AZ,4,1330,2016,Bowie Unified District,582,81,16
AZ,4,1380,2016,Buckeye Elementary District,41861,6005,1262
AZ,4,1410,2016,Buckeye Union High School District,73173,4409,667
AZ,4,1500,2016,Bullhead City School District,41160,3544,1208
AZ,4,1600,2016,Camp Verde Unified District,12241,1771,359
AZ,4,1650,2016,Canon Elementary District,3119,332,104
AZ,4,1680,2016,Cartwright Elementary District,124540,21772,9017
AZ,4,1710,2016,Casa Grande Elementary District,67685,9196,2284
AZ,4,1740,2016,Casa Grande Union High School District,96612,5426,1060
AZ,4,1760,2016,Catalina Foothills Unified District,32332,4600,345
AZ,4,1,2016,Cave Creek Unified District,62506,8879,475
AZ,4,1810,2016,Cedar Unified District,7482,1613,682
AZ,4,1870,2016,Chandler Unified District,245407,46562,4932
AZ,4,1920,2016,Chevelon Butte School District,681,28,3
AZ,4,1940,2016,Chinle Unified District,20655,5003,2255
AZ,4,3,2016,Chino Valley Unified District,23083,3421,512
AZ,4,4,2016,Clarkdale-Jerome Elementary District,4043,329,36
AZ,4,2130,2016,Cochise Elementary District,251,31,10
AZ,4,21,2016,Colorado City Unified District,6288,2397,805
AZ,4,82,2016,Colorado River Union High School District,65993,2769,685
AZ,4,2190,2016,Concho Elementary District,2531,300,103
AZ,4,2220,2016,Congress Elementary District,2607,204,38
AZ,4,2250,2016,Continental Elementary District,26970,679,88
AZ,4,2320,2016,Coolidge Unified District,38396,8100,1795
AZ,4,2370,2016,Cottonwood-Oak Creek Elementary District,31464,2898,629
AZ,4,2400,2016,Crane Elementary District,45450,6454,1636
AZ,4,2430,2016,Creighton Elementary District,73484,9672,3685
AZ,4,2460,2016,Crown King Elementary District,186,14,3
AZ,4,7750,2016,Deer Valley Unified District,265694,49106,5219
AZ,4,2490,2016,Double Adobe Elementary District,462,82,33
AZ,4,2530,2016,Douglas Unified District,20998,4264,2079
AZ,4,2600,2016,Duncan Unified District,3023,582,119
AZ,4,2690,2016,Dysart Unified District,181774,34121,5128
AZ,4,2710,2016,Eagle Elementary District,41,2,0
AZ,4,2760,2016,Elfrida Elementary District,1073,118,27
AZ,4,2790,2016,Eloy Elementary District,7398,1084,415
AZ,4,2820,2016,Empire Elementary District,464,69,10
AZ,4,2860,2016,Flagstaff Unified District,96089,13278,2124
AZ,4,2920,2016,Florence Unified School District,79012,13166,2267
AZ,4,3010,2016,Flowing Wells Unified District,31110,5110,1661
AZ,4,3150,2016,Fort Huachuca Accommodation District,5373,675,113
AZ,4,3200,2016,Fort Thomas Unified District,5289,1413,473
AZ,4,3040,2016,Fountain Hills Unified District,25580,2737,221
AZ,4,3060,2016,Fowler Elementary District,33074,5741,2034
AZ,4,3080,2016,Fredonia-Moccasin Unified District,2943,468,85
AZ,4,3240,2016,Gadsden Elementary District,26545,4266,1430
AZ,4,3290,2016,Ganado Unified District,7340,1660,742
AZ,4,3310,2016,Gila Bend Unified District,2682,524,138
AZ,4,3400,2016,Gilbert Unified District,204995,44188,3596
AZ,4,3420,2016,Glendale Elementary District,108453,16220,5915
AZ,4,3450,2016,Glendale Union High School District,359387,20221,5458
AZ,4,3500,2016,Globe Unified District,10628,1642,435
AZ,4,3550,2016,Grand Canyon Unified District,2754,203,52
AZ,4,3660,2016,Hackberry School District,1240,101,19
AZ,4,3730,2016,Hayden-Winkelman Unified District,1341,199,58
AZ,4,26,2016,Heber-Overgaard Unified District,4191,488,137
AZ,4,3780,2016,Higley Unified District,71919,15848,1157
AZ,4,8460,2016,Hillside Elementary District,138,22,4
AZ,4,3820,2016,Holbrook Unified District,10788,2283,778
AZ,4,3870,2016,Humboldt Unified District,54615,8197,1632
AZ,4,3900,2016,Hyder Elementary District,772,107,19
AZ,4,3950,2016,Indian Oasis-Baboquivari Unified District,7437,1620,728
AZ,4,3960,2016,Isaac Elementary District,47913,8241,3868
AZ,4,3990,2016,J. O. Combs Unified School District,38840,8968,1210
AZ,4,4010,2016,Joseph City Unified District,1834,425,159
AZ,4,4060,2016,Kayenta Unified District,10723,2614,1181
AZ,4,295,2016,Kingman Unified School District,67035,8805,2336
AZ,4,4170,2016,Kirkland Elementary District,1209,139,44
AZ,4,4200,2016,Klondyke Elementary District,67,6,5
AZ,4,4230,2016,Kyrene Elementary District,167135,19032,1633
AZ,4,4280,2016,Lake Havasu Unified District,56935,6711,1468
AZ,4,4290,2016,Laveen Elementary District,45478,7085,1676
AZ,4,4320,2016,Liberty Elementary District,26614,4114,578
AZ,4,4380,2016,Litchfield Elementary District,84557,11557,1223
AZ,4,4410,2016,Littlefield Unified District,4028,590,106
AZ,4,4440,2016,Littleton Elementary District,43435,6896,1444
AZ,4,4500,2016,Madison Elementary District,61373,5356,805
AZ,4,4530,2016,Maine Consolidated School District,1341,157,28
AZ,4,4570,2016,Mammoth-San Manuel Unified District,6081,1139,259
AZ,4,4630,2016,Marana Unified District,89790,15334,2031
AZ,4,4720,2016,Maricopa Unified School District,52671,10918,1633
AZ,4,4820,2016,Mayer Unified District,6071,696,277
AZ,4,4860,2016,McNary Elementary District,561,164,73
AZ,4,4920,2016,McNeal Elementary District,485,103,30
AZ,4,4970,2016,Mesa Unified District,504403,83390,18730
AZ,4,5030,2016,Miami Unified District,7526,1218,515
AZ,4,5070,2016,Mingus Union High School District,35507,1453,271
AZ,4,5100,2016,Mobile Elementary District,138,25,7
AZ,4,5190,2016,Mohave Valley Elementary District,22269,1978,486
AZ,4,5220,2016,Mohawk Valley Elementary District,1677,170,46
AZ,4,5320,2016,Morenci Unified District,6506,1395,93
AZ,4,5340,2016,Morristown Elementary District,1997,279,32
AZ,4,5400,2016,Murphy Elementary District,19190,2158,955
AZ,4,5430,2016,Naco Elementary District,1438,366,145
AZ,4,5460,2016,Nadaburg Unified School District,9043,1768,304
AZ,4,5530,2016,Nogales Unified District,21512,4612,1952
AZ,4,5640,2016,Oracle Elementary District,15171,1046,177
AZ,4,5670,2016,Osborn Elementary District,40934,3989,1285
AZ,4,5730,2016,Owens-Whitney Elementary District,624,58,7
AZ,4,5820,2016,Page Unified District,13673,2895,658
AZ,4,5850,2016,Palo Verde Elementary District,3044,458,94
AZ,4,8430,2016,Paloma School District,335,85,40
AZ,4,5880,2016,Palominas Elementary District,10074,1624,305
AZ,4,5930,2016,Paradise Valley Unified District,266618,41230,5981
AZ,4,5980,2016,Parker Unified School District,9488,1631,660
AZ,4,6000,2016,Patagonia Elementary District,1487,122,28
AZ,4,6030,2016,Patagonia Union High School District,3280,125,13
AZ,4,6070,2016,Payson Unified District,21619,2691,633
AZ,4,6120,2016,Peach Springs Unified District,1339,291,101
AZ,4,6150,2016,Pearce Elementary District,1981,113,31
AZ,4,6210,2016,Pendergast Elementary District,74382,11441,2812
AZ,4,6250,2016,Peoria Unified School District,231179,40203,5658
AZ,4,6300,2016,Phoenix Elementary District,61248,7060,3134
AZ,4,6330,2016,Phoenix Union High School District,725370,43376,13672
AZ,4,6360,2016,Picacho Elementary District,9206,133,36
AZ,4,6440,2016,Pima Unified District,3783,924,233
AZ,4,6510,2016,Pine Strawberry Elementary District,2950,219,49
AZ,4,23,2016,Pinon Unified District,7247,1785,749
AZ,4,6630,2016,Pomerene Elementary District,967,160,53
AZ,4,6730,2016,Prescott Unified District,58293,5550,772
AZ,4,6780,2016,Quartzsite Elementary District,6110,291,58
AZ,4,6810,2016,Queen Creek Unified District,29265,7022,499
AZ,4,6850,2016,Ray Unified District,4261,766,178
AZ,4,6870,2016,Red Mesa Unified District,8797,2120,860
AZ,4,6900,2016,Red Rock Elementary District,3747,587,105
AZ,4,6930,2016,Redington Elementary District,100,15,8
AZ,4,7020,2016,Riverside Elementary District,7505,1343,387
AZ,4,7080,2016,Roosevelt Elementary District,113238,17129,5909
AZ,4,7130,2016,Round Valley Unified District,8350,1521,379
AZ,4,7140,2016,Rucker Elementary District,26,0,0
AZ,4,7200,2016,Sacaton Elementary District,7331,1213,454
AZ,4,7170,2016,Saddle Mountain Unified School District,9782,2091,347
AZ,4,7240,2016,Safford Unified District,16847,3358,800
AZ,4,7300,2016,Sahuarita Unified District,28024,5726,726
AZ,4,5,2016,Salome Consolidated Elementary District,2740,127,64
AZ,4,6960,2016,San Carlos Unified District,5297,1265,575
AZ,4,7380,2016,San Fernando Elementary District,54,6,0
AZ,4,7430,2016,San Simon Unified District,657,80,17
AZ,4,6740,2016,Sanders Unified District,6031,1395,637
AZ,4,7500,2016,Santa Cruz Elementary District,1700,407,108
AZ,4,7520,2016,Santa Cruz Valley Unified District,19481,4152,972
AZ,4,7530,2016,Santa Cruz Valley Union High School District,20351,726,196
AZ,4,7570,2016,Scottsdale Unified District,244944,32476,3021
AZ,4,9733,2016,Sedona-Oak Creek Joint Unified District,15417,1248,212
AZ,4,7630,2016,Seligman Unified District,1406,140,24
AZ,4,7680,2016,Sentinel Elementary District,142,26,11
AZ,4,7700,2016,Show Low Unified District,16679,2693,796
AZ,4,1460,2016,Sierra Vista Unified District,46888,7128,2063
AZ,4,7770,2016,Skull Valley Elementary District,653,106,14
AZ,4,7820,2016,Snowflake Unified District,12533,2718,637
AZ,4,7860,2016,Solomon Elementary District,2912,391,81
AZ,4,7890,2016,Somerton Elementary District,22668,3138,1027
AZ,4,7920,2016,Sonoita Elementary District,1793,117,21
AZ,4,8020,2016,St. David Unified District,3522,510,94
AZ,4,8080,2016,St. Johns Unified District,4292,854,231
AZ,4,8130,2016,Stanfield Elementary District,5784,815,139
AZ,4,8170,2016,Sunnyside Unified District,90998,19516,7138
AZ,4,8230,2016,Superior Unified School District,3747,585,135
AZ,4,8280,2016,Tanque Verde Unified District,11902,1899,147
AZ,4,8310,2016,Tempe School District,159786,12896,3554
AZ,4,8340,2016,Tempe Union High School District,326921,15799,1892
AZ,4,8410,2016,Thatcher Unified District,7492,1533,328
AZ,4,8490,2016,Tolleson Elementary District,16730,2767,819
AZ,4,8520,2016,Tolleson Union High School District,183153,12480,2529
AZ,4,8550,2016,Toltec Elementary District,15812,1953,402
AZ,4,8600,2016,Tombstone Unified District,7317,1035,327
AZ,4,5760,2016,Tonto Basin Elementary District,1633,102,35
AZ,4,8640,2016,Topock Elementary District,2564,155,30
AZ,4,8680,2016,Tuba City Unified District,16837,3704,1135
AZ,4,8800,2016,Tucson Unified District,490006,72242,20437
AZ,4,8820,2016,Union Elementary District,15532,2828,598
AZ,4,8850,2016,Vail Unified District,54458,10878,842
AZ,4,8880,2016,Valentine Elementary District,255,37,8
AZ,4,8910,2016,Valley Union High School District,3728,172,37
AZ,4,22,2016,Vernon Elementary District,1974,283,85
AZ,4,9030,2016,Walnut Grove Elementary District,109,1,1
AZ,4,9060,2016,Washington Elementary District,250935,28934,8946
AZ,4,9090,2016,Wellton Elementary District,4242,346,112
AZ,4,9120,2016,Wenden Elementary District,808,100,48
AZ,4,9160,2016,Whiteriver Unified District,13118,3041,1281
AZ,4,9190,2016,Wickenburg Unified District,12437,1414,366
AZ,4,9250,2016,Willcox Unified District,8170,1473,420
AZ,4,9310,2016,Williams Unified District,6020,898,258
AZ,4,9360,2016,Williamson Valley Elementary School District,649,57,9
AZ,4,9390,2016,Wilson Elementary District,4282,614,271
AZ,4,9430,2016,Window Rock Unified District,12108,2642,1059
AZ,4,9460,2016,Winslow Unified District,11831,2178,797
AZ,4,9510,2016,Yarnell Elementary District,1263,65,20
AZ,4,9540,2016,Young Elementary School District,884,94,20
AZ,4,9570,2016,Yucca Elementary District,703,48,8
AZ,4,9600,2016,Yuma Elementary District,104278,10589,2680
AZ,4,9630,2016,Yuma Union High School District,198941,11785,3236
AR,5,2250,2016,Alma School District,16171,3108,693
AR,5,2280,2016,Alpena School District,2986,536,148
AR,5,2430,2016,Arkadelphia School District,16019,1994,468
AR,5,2550,2016,Armorel School District,1353,311,50
AR,5,2580,2016,Ashdown School District,9205,1461,359
AR,5,2610,2016,Atkins Public Schools,6818,1208,199
AR,5,2670,2016,Augusta School District,3253,468,179
AR,5,2700,2016,Bald Knob School District,7504,1373,348
AR,5,2730,2016,Barton-Lexa School District,2820,543,166
AR,5,19,2016,Batesville School District,19852,3400,682
AR,5,2790,2016,Bauxite School District,6728,1263,135
AR,5,2820,2016,Bay School District,3218,571,87
AR,5,32,2016,Bearden School District,3251,513,149
AR,5,2880,2016,Beebe School District,17926,3488,639
AR,5,2960,2016,Benton School District,31697,5696,690
AR,5,3060,2016,Bentonville Public Schools,87067,17511,1046
AR,5,3090,2016,Bergman School District,5021,899,151
AR,5,3150,2016,Berryville Public Schools,10972,2097,575
AR,5,3240,2016,Bismarck Public Schools,6269,1001,192
AR,5,3300,2016,Blevins School District,3512,633,163
AR,5,3320,2016,Blytheville School District,15775,3001,1054
AR,5,3450,2016,Booneville School District,7503,1217,291
AR,5,3480,2016,Bradford School District,2985,533,107
AR,5,3630,2016,Brinkley School District,3946,601,264
AR,5,3640,2016,Brookland School District,9476,1760,192
AR,5,3690,2016,Bryant Public Schools,51415,9683,1014
AR,5,3710,2016,Buffalo Island Central School District,5007,866,153
AR,5,3750,2016,Cabot Public Schools,50916,10243,1408
AR,5,3770,2016,Caddo Hills School District,3529,570,212
AR,5,3840,2016,Calico Rock School District,3525,391,79
AR,5,6060,2016,Camden Fairview School District,18175,2889,947
AR,5,3960,2016,Carlisle School District,4436,755,77
AR,5,4050,2016,Cave City School District,8388,1535,433
AR,5,70,2016,Cedar Ridge School District,5540,1016,204
AR,5,4080,2016,Cedarville School District,5247,986,187
AR,5,6690,2016,Centerpoint School District,5416,973,271
AR,5,4200,2016,Charleston School District,4853,852,134
AR,5,4350,2016,Clarendon School District,3261,467,152
AR,5,4380,2016,Clarksville School District,14441,2667,616
AR,5,67,2016,Cleveland County School District,5237,920,191
AR,5,4410,2016,Clinton School District,8778,1339,333
AR,5,4560,2016,Concord Public Schools,4355,715,135
AR,5,4590,2016,Conway Public Schools,75693,11799,1966
AR,5,9,2016,Corning Public Schools,6668,1087,279
AR,5,405,2016,Cossatot River School District,5201,1013,302
AR,5,4680,2016,Cotter School District,4489,662,154
AR,5,4740,2016,County Line School District,3346,571,128
AR,5,7740,2016,Cross County School District,3537,581,203
AR,5,4800,2016,Crossett School District,11278,1893,477
AR,5,4860,2016,Cutter-Morning Star School District,3620,664,220
AR,5,4890,2016,Danville School District,3944,839,221
AR,5,4930,2016,Dardanelle Public Schools,10122,1776,348
AR,5,49,2016,De Queen School District,13158,2703,833
AR,5,1,2016,DeWitt School District,8391,1277,320
AR,5,4980,2016,Decatur School District,3938,746,132
AR,5,72,2016,Deer/Mount Judea School District,2280,338,79
AR,5,5170,2016,Dermott School District,3510,488,178
AR,5,5190,2016,Des Arc Public Schools,3397,522,126
AR,5,5340,2016,Dierks School District,2825,463,98
AR,5,5410,2016,Dollarway School District,11873,1536,511
AR,5,5430,2016,Dover School District,8224,1449,226
AR,5,5470,2016,Drew Central School District,6402,938,215
AR,5,5500,2016,Dumas School District,11020,1430,520
AR,5,5550,2016,Earle School District,3074,668,245
AR,5,5580,2016,East End School District,3913,676,159
AR,5,48,2016,East Poinsett County School District,3517,619,219
AR,5,5680,2016,El Dorado School District,25223,4436,1303
AR,5,5760,2016,Elkins School District,5656,1115,134
AR,5,68,2016,Emerson-Taylor-Bradley School District,5436,861,243
AR,5,5850,2016,England School District,4436,762,256
AR,5,5970,2016,Eureka Springs School District,8056,779,177
AR,5,6090,2016,Farmington School District,12372,2501,250
AR,5,6120,2016,Fayetteville School District,88105,11276,1526
AR,5,6150,2016,Flippin School District,7087,887,245
AR,5,6210,2016,Fordyce School District,5272,955,226
AR,5,6240,2016,Foreman School District,2628,466,101
AR,5,6270,2016,Forrest City School District,21906,3409,1433
AR,5,6330,2016,Fort Smith Public Schools,90897,15683,3664
AR,5,6360,2016,Fouke School District,5830,1171,259
AR,5,6420,2016,Fountain Lake School District,15312,1301,273
AR,5,4110,2016,Genoa Central School District,4715,981,271
AR,5,6540,2016,Gentry Public Schools,8877,1849,227
