State,State FIPS Code,District ID,Year,District Name,District Population,Student Population,Student Poverty Population
PA,42,22600,2016,Springfield School District,27105,4436,200
PA,42,22620,2016,Springfield Township School District,19943,3043,122
PA,42,22710,2016,St. Clair Area School District,6482,882,141
PA,42,20640,2016,St. Marys Area School District,18108,2616,268
PA,42,22770,2016,State College Area School District,96741,8324,615
PA,42,22790,2016,Steel Valley School District,16531,2235,466
PA,42,22800,2016,Steelton-Highspire School District,8564,1459,460
PA,42,22830,2016,Sto-Rox School District,12487,1859,671
PA,42,22860,2016,Stroudsburg Area School District,33849,5173,872
PA,42,22920,2016,Sullivan County School District,6137,527,101
PA,42,22980,2016,Susquehanna Community School District,4998,724,138
PA,42,23010,2016,Susquehanna Township School District,24539,3496,395
PA,42,23040,2016,Susquenita School District,14576,2000,230
PA,42,23220,2016,Tamaqua Area School District,16124,2311,368
PA,42,23490,2016,Titusville Area School District,13688,2241,665
PA,42,23550,2016,Towanda Area School District,10820,1644,268
PA,42,23640,2016,Tredyffrin-Easttown School District,41201,7645,301
PA,42,23700,2016,Tri-Valley School District,6501,933,83
PA,42,23760,2016,Trinity Area School District,26086,3499,405
PA,42,23790,2016,Troy Area School District,10104,1535,223
PA,42,23820,2016,Tulpehocken Area School District,12368,2194,261
PA,42,23850,2016,Tunkhannock Area School District,18536,2800,379
PA,42,23880,2016,Turkeyfoot Valley Area School District,2693,364,73
PA,42,22740,2016,Tuscarora School District,18932,3392,330
PA,42,23970,2016,Tussey Mountain School District,7171,1095,172
PA,42,24000,2016,Twin Valley School District,24575,4464,480
PA,42,24030,2016,Tyrone Area School District,12770,1984,359
PA,42,24060,2016,Union Area School District,5337,762,151
PA,42,24090,2016,Union City Area School District,6763,1213,278
PA,42,24120,2016,Union School District,4162,594,131
PA,42,24150,2016,Uniontown Area School District,23145,3321,897
PA,42,24210,2016,Unionville-Chadds Ford School District,24411,4670,149
PA,42,24240,2016,United School District,7764,1294,280
PA,42,24300,2016,Upper Adams School District,10909,1766,240
PA,42,24320,2016,Upper Darby School District,91367,14757,3160
PA,42,24360,2016,Upper Dauphin Area School District,9956,1740,256
PA,42,24390,2016,Upper Dublin School District,26267,5057,162
PA,42,24480,2016,Upper Merion Area School District,35198,4566,362
PA,42,24510,2016,Upper Moreland Township School District,24671,3554,283
PA,42,24540,2016,Upper Perkiomen School District,22819,3755,256
PA,42,24570,2016,Upper St. Clair School District,19261,4076,87
PA,42,24630,2016,Valley Grove School District,6608,983,128
PA,42,24650,2016,Valley View School District,17959,2763,320
PA,42,24750,2016,Wallenpaupack Area School District,24671,3190,429
PA,42,24790,2016,Wallingford-Swarthmore School District,21778,3705,231
PA,42,24820,2016,Warren County School District,36759,5305,1268
PA,42,24870,2016,Warrior Run School District,17166,2185,356
PA,42,24960,2016,Warwick School District,32171,5615,415
PA,42,24990,2016,Washington School District,15911,1825,451
PA,42,25080,2016,Wattsburg Area School District,10250,1803,243
PA,42,24970,2016,Wayne Highlands School District,20003,2804,586
PA,42,25110,2016,Waynesboro Area School District,33240,5302,590
PA,42,25140,2016,Weatherly Area School District,4927,698,134
PA,42,25170,2016,Wellsboro Area School District,11663,1746,281
PA,42,25200,2016,West Allegheny School District,20497,3281,208
PA,42,25230,2016,West Branch Area School District,7754,1131,220
PA,42,25290,2016,West Chester Area School District,111968,17368,769
PA,42,25440,2016,West Greene School District,4913,793,93
PA,42,25590,2016,West Jefferson Hills School District,19447,2811,143
PA,42,25650,2016,West Middlesex Area School District,7214,1136,240
PA,42,25680,2016,West Mifflin Area School District,21620,3002,472
PA,42,25740,2016,West Perry School District,18929,3318,393
PA,42,25830,2016,West Shore School District,64838,9283,944
PA,42,25980,2016,West York Area School District,23980,3731,435
PA,42,26040,2016,Western Beaver County School District,5329,778,69
PA,42,26070,2016,Western Wayne School District,18518,2137,293
PA,42,26130,2016,Westmont Hilltop School District,12110,1920,192
PA,42,26250,2016,Whitehall-Coplay School District,31087,4669,816
PA,42,26300,2016,Wilkes-Barre Area School District,59033,7972,2585
PA,42,26370,2016,Wilkinsburg Borough School District,15956,2003,673
PA,42,26390,2016,William Penn School District,42471,7313,1641
PA,42,26400,2016,Williams Valley School District,7433,1137,166
PA,42,26430,2016,Williamsburg Community School District,3601,598,98
PA,42,26460,2016,Williamsport Area School District,41439,5704,1606
PA,42,26520,2016,Wilmington Area School District,11343,1784,339
PA,42,26550,2016,Wilson Area School District,15643,2446,301
PA,42,26580,2016,Wilson School District,39138,6205,581
PA,42,26610,2016,Windber Area School District,8553,1153,287
PA,42,2400,2016,Wissahickon School District,37699,6212,308
PA,42,16500,2016,Woodland Hills School District,46960,6256,1399
PA,42,26700,2016,Wyalusing Area School District,8930,1437,205
PA,42,26730,2016,Wyoming Area School District,19097,2653,395
PA,42,25950,2016,Wyoming Valley West School District,41664,5917,1293
PA,42,26760,2016,Wyomissing Area School District,12425,2006,233
PA,42,26820,2016,York City School District,44686,8284,2819
PA,42,26850,2016,York Suburban School District,21999,3148,301
PA,42,21150,2016,Yough School District,15764,2204,320
RI,44,30,2016,Barrington School District,16050,3601,137
RI,44,65,2016,Bristol-Warren Regional School District,33017,3839,439
RI,44,90,2016,Burrillville School District,16133,2654,318
RI,44,120,2016,Central Falls School District,19600,3723,1240
RI,44,150,2016,Chariho Regional School District,23573,3418,256
RI,44,210,2016,Coventry School District,34695,5417,525
RI,44,240,2016,Cranston School District,81284,11787,1572
RI,44,270,2016,Cumberland School District,33879,5465,496
RI,44,300,2016,East Greenwich School District,13025,2539,120
RI,44,330,2016,East Providence School District,47558,6301,906
RI,44,360,2016,Exeter-West Greenwich Regional School District,12463,1957,110
RI,44,390,2016,Foster Elementary School District,4659,292,27
RI,44,420,2016,Foster-Glocester Regional School District,14514,1393,74
RI,44,450,2016,Glocester Elementary School District,9855,627,52
RI,44,510,2016,Jamestown School District,5382,760,97
RI,44,540,2016,Johnston School District,29090,3928,515
RI,44,570,2016,Lincoln School District,21340,3563,417
RI,44,600,2016,Little Compton School District,3477,477,35
RI,44,630,2016,Middletown School District,16028,2405,242
RI,44,660,2016,Narragansett School District,15799,1527,124
RI,44,690,2016,New Shoreham School District,1044,108,9
RI,44,720,2016,Newport School District,24867,2448,557
RI,44,750,2016,North Kingstown School District,26432,4262,324
RI,44,780,2016,North Providence School District,32442,3882,505
RI,44,810,2016,North Smithfield School District,12101,1850,104
RI,44,840,2016,Pawtucket School District,71936,10978,2555
RI,44,870,2016,Portsmouth School District,17318,2849,150
RI,44,900,2016,Providence School District,180027,27807,8523
RI,44,960,2016,Scituate School District,10442,1787,194
RI,44,990,2016,Smithfield School District,21669,2735,171
RI,44,1020,2016,South Kingstown School District,30414,3637,295
RI,44,1050,2016,Tiverton School District,15712,2053,168
RI,44,1110,2016,Warwick School District,81901,10586,1256
RI,44,1140,2016,West Warwick School District,28914,3546,770
RI,44,1170,2016,Westerly School District,22642,3043,490
RI,44,1200,2016,Woonsocket School District,41656,6429,1914
SC,45,690,2016,Abbeville County School District,23804,3803,863
SC,45,720,2016,Aiken County School District,170160,27482,6833
SC,45,750,2016,Allendale County School District,9045,1307,642
SC,45,780,2016,Anderson School District 1,52322,9870,1440
SC,45,810,2016,Anderson School District 2,23544,3929,791
SC,45,840,2016,Anderson School District 3,15922,2780,937
SC,45,870,2016,Anderson School District 4,22433,3283,603
SC,45,900,2016,Anderson School District 5,82560,13637,3050
SC,45,930,2016,Bamberg School District 1,7954,1249,418
SC,45,960,2016,Bamberg School District 2,6480,940,420
SC,45,1020,2016,Barnwell School District 19,4840,831,310
SC,45,1050,2016,Barnwell School District 29,4877,833,321
SC,45,1080,2016,Barnwell School District 45,11766,2199,690
SC,45,1110,2016,Beaufort County School District,183149,25354,4637
SC,45,6,2016,Beaufort Marine Corps Air Station School District,1159,10,3
SC,45,1170,2016,Berkeley County School District,210898,37069,5825
SC,45,1250,2016,Calhoun County School District,14796,2207,536
SC,45,1440,2016,Charleston County School District,396484,55211,11106
SC,45,1500,2016,Cherokee County School District,54641,9591,2291
SC,45,1530,2016,Chester County School District,32181,5409,1545
SC,45,1560,2016,Chesterfield County School District,46013,7842,2235
SC,45,1740,2016,Clarendon School District 1,8626,1134,455
SC,45,1770,2016,Clarendon School District 2,18719,3096,1240
SC,45,1800,2016,Clarendon School District 3,6606,953,265
SC,45,1830,2016,Colleton County School District,37923,6283,2275
SC,45,1860,2016,Darlington County School District,67234,11297,3471
SC,45,1950,2016,Dillon School District 3,7317,1363,443
SC,45,1920,2016,Dillon School District 4,23541,4435,1597
SC,45,2010,2016,Dorchester School District 2,134310,25865,3310
SC,45,2,2016,Dorchester School District 4,19463,2836,513
SC,45,2070,2016,Edgefield County School District,26358,3824,901
SC,45,2100,2016,Fairfield County School District,22653,3357,1017
SC,45,2130,2016,Florence School District 1,97766,16747,3847
SC,45,2160,2016,Florence School District 2,7224,1289,400
SC,45,2190,2016,Florence School District 3,20869,3937,1224
SC,45,2220,2016,Florence School District 4,6855,1243,407
SC,45,2250,2016,Florence School District 5,6028,1281,331
SC,45,5,2016,Fort Jackson Schools,15241,432,95
SC,45,2280,2016,Georgetown County School District,61399,8880,2455
SC,45,2310,2016,Greenville County School District,514216,86981,12159
SC,45,2340,2016,Greenwood School District 50,59340,9875,3291
SC,45,2370,2016,Greenwood School District 51,6833,1105,368
SC,45,2400,2016,Greenwood School District 52,7416,1324,331
SC,45,2430,2016,Hampton School District 1,12944,2266,623
SC,45,2460,2016,Hampton School District 2,6978,1011,348
SC,45,2490,2016,Horry County School District,322342,44231,11581
SC,45,2520,2016,Jasper County School District,28465,4252,1415
SC,45,2550,2016,Kershaw County School District,64097,11252,2249
SC,45,2580,2016,Lancaster County School District,89594,14141,2846
SC,45,2610,2016,Laurens School District 55,37304,6177,1619
SC,45,2640,2016,Laurens School District 56,20878,3216,881
SC,45,2670,2016,Lee County School District,17635,2741,1047
SC,45,2700,2016,Lexington School District 1,132006,25446,2969
SC,45,2730,2016,Lexington School District 2,68971,9909,2135
SC,45,2760,2016,Lexington School District 3,14303,2349,585
SC,45,2790,2016,Lexington School District 4,20068,3803,1031
SC,45,2820,2016,Lexington School District 5,98184,18047,1867
SC,45,3908,2016,Marion School District 10,31726,5513,2183
SC,45,2970,2016,Marlboro County School District,26945,3985,1470
SC,45,3000,2016,McCormick County School District,9643,912,275
SC,45,3030,2016,Newberry County School District,38079,6108,1590
SC,45,3060,2016,Oconee County School District,76355,11440,2512
SC,45,3150,2016,Orangeburg School District 3,19121,3203,1315
SC,45,3180,2016,Orangeburg School District 4,19415,3699,1035
SC,45,3210,2016,Orangeburg School District 5,49367,7656,2394
SC,45,3330,2016,Pickens County School District,122863,17596,3038
SC,45,3360,2016,Richland School District 1,214655,27903,8184
SC,45,3390,2016,Richland School District 2,149607,26706,4106
SC,45,3460,2016,Saluda County School District,15446,2426,588
SC,45,3480,2016,Spartanburg School District 1,32288,5387,1065
SC,45,3510,2016,Spartanburg School District 2,61754,11107,2012
SC,45,3540,2016,Spartanburg School District 3,17606,3021,693
SC,45,3570,2016,Spartanburg School District 4,19557,3257,709
SC,45,3600,2016,Spartanburg School District 5,44427,8211,1369
SC,45,3630,2016,Spartanburg School District 6,64036,11429,2729
SC,45,3660,2016,Spartanburg School District 7,54345,8114,2404
SC,45,3902,2016,Sumter County Consolidated School District,107396,18833,5583
SC,45,3750,2016,Union County School District,27673,4390,1275
SC,45,3780,2016,Williamsburg County School District,31955,5169,2494
SC,45,3810,2016,York School District 1,35652,6301,1102
SC,45,3840,2016,York School District 2,39297,7403,873
SC,45,3870,2016,York School District 3,126590,21283,3416
SC,45,3900,2016,York School District 4,56987,12221,771
SD,46,2070,2016,Aberdeen School District 06-1,32931,5482,578
SD,46,42,2016,Agar-Blunt-Onida School District 58-3,1986,330,38
SD,46,28,2016,Alcester-Hudson School District 61-1,2580,424,36
SD,46,39540,2016,Andes Central School District 11-1,2307,549,243
SD,46,3720,2016,Arlington School District 38-1,1909,295,26
SD,46,3780,2016,Armour School District 21-1,1033,153,18
SD,46,4270,2016,Avon School District 04-1,1148,201,36
SD,46,4680,2016,Baltic School District 49-1,2174,473,37
SD,46,5610,2016,Belle Fourche School District 09-1,8049,1470,264
SD,46,6240,2016,Bennett County School District 03-1,3460,818,327
SD,46,6360,2016,Beresford School District 61-2,3682,656,50
SD,46,6960,2016,Big Stone City School District 25-1,720,96,15
SD,46,7050,2016,Bison School District 52-1,912,161,23
SD,46,7400,2016,Bon Homme School District 04-2,4732,613,85
SD,46,7800,2016,Bowdle School District 22-1,740,127,20
SD,46,7950,2016,Brandon Valley School District 49-2,17705,4004,238
SD,46,21420,2016,Bridgewater-Emery School District 30-3,1632,340,53
SD,46,41,2016,Britton-Hecla School District 45-4,3276,487,39
SD,46,8520,2016,Brookings School District 05-1,27167,3408,366
SD,46,9512,2016,Burke School District 26-2,1279,223,46
SD,46,10320,2016,Canistota School District 43-1,1209,212,19
SD,46,10560,2016,Canton School District 41-1,6636,1420,86
SD,46,11280,2016,Castlewood School District 28-1,1423,303,32
SD,46,11760,2016,Centerville School District 60-1,1539,260,31
SD,46,12000,2016,Chamberlain School District 07-1,6180,1319,354
SD,46,12300,2016,Chester School District 39-1,1928,325,13
SD,46,12940,2016,Clark School District 12-2,2544,361,48
SD,46,14100,2016,Colman-Egan School District 50-5,1671,340,48
SD,46,14130,2016,Colome Consolidated School District 59-3,1195,243,54
SD,46,80445,2016,Corsica-Stickney 21-3,1948,332,51
SD,46,16950,2016,Custer School District 16-1,8369,1049,165
SD,46,36990,2016,Dakota Valley School District 61-8,6512,1229,66
SD,46,17850,2016,De Smet School District 38-2,1678,273,20
SD,46,18120,2016,Dell Rapids School District 49-3,6032,1257,84
SD,46,78300,2016,Deubrook School District 05-6,1966,392,54
SD,46,36,2016,Deuel School District 19-4,3224,566,58
SD,46,19170,2016,Doland School District 56-2,848,125,19
SD,46,19410,2016,Douglas School District 51-1,12842,2610,493
SD,46,19450,2016,Dupree School District 64-2,1789,445,158
SD,46,20100,2016,Eagle Butte School District 20-1,5157,1344,484
SD,46,20850,2016,Edgemont School District 23-1,1062,138,26
SD,46,34440,2016,Edmunds Central School District 22-5,992,154,39
SD,46,21300,2016,Elk Mountain School District 16-2,269,30,2
SD,46,21340,2016,Elk Point-Jefferson School District 61-7,4368,830,65
SD,46,21390,2016,Elkton School District 05-3,1563,262,34
SD,46,22410,2016,Estelline School District 28-2,1623,282,57
SD,46,22500,2016,Ethan School District 17-1,803,165,15
SD,46,22560,2016,Eureka School District 44-1,1304,149,29
SD,46,22940,2016,Faith School District 46-2,860,186,28
SD,46,24030,2016,Faulkton School District 24-4,2096,348,50
SD,46,24390,2016,Flandreau School District 50-3,3919,689,102
SD,46,24540,2016,Florence School District 14-1,861,186,22
SD,46,21400,2016,Frederick Area School District 06-2,1045,245,36
SD,46,25500,2016,Freeman School District 33-1,2467,416,63
SD,46,26370,2016,Garretson School District 49-4,2734,625,31
SD,46,26490,2016,Gayville-Volin School District 63-1,1039,226,28
SD,46,26970,2016,Gettysburg School District 53-1,1336,212,26
SD,46,29340,2016,Grant-Deuel School District 25-3,942,165,21
SD,46,29880,2016,Gregory School District 26-4,2148,357,69
SD,46,45,2016,Groton Area School District 06-6,3747,687,50
SD,46,30490,2016,Haakon School District 27-1,1665,287,43
SD,46,30800,2016,Hamlin School District 28-3,3381,798,70
SD,46,2640,2016,Hanson School District 30-1,1878,427,51
SD,46,9300,2016,Harding County School District 31-1,1278,225,31
SD,46,31350,2016,Harrisburg School District 41-2,19109,3921,102
SD,46,32340,2016,Henry School District 14-2,549,109,22
SD,46,32430,2016,Herreid School District 10-1,646,86,12
SD,46,80440,2016,Highmore-Harrold School District 34-2,1763,290,42
SD,46,33360,2016,Hill City School District 51-2,3463,474,62
SD,46,46,2016,Hitchcock-Tulare School District 56-6,1335,271,25
SD,46,34480,2016,Hot Springs School District 23-2,5774,755,142
SD,46,34600,2016,Hoven School District 53-2,1116,187,30
SD,46,25,2016,Howard School District 48-3,2272,410,54
SD,46,35480,2016,Huron School District 02-2,15713,2835,566
SD,46,36060,2016,Ipswich School District 22-6,2342,375,25
SD,46,80439,2016,Irene-Wakonda School District 13-3,2048,335,38
SD,46,36150,2016,Iroquois School District 02-3,1247,239,42
SD,46,19580,2016,Jones County School District 37-3,916,138,31
SD,46,80437,2016,Kadoka School District 35-2,3578,805,292
SD,46,38220,2016,Kimball School District 07-2,1460,283,38
SD,46,39990,2016,Lake Preston School District 38-3,1140,181,28
SD,46,40860,2016,Langford School District 45-5,1543,254,38
SD,46,41300,2016,Lead-Deadwood School District 40-1,6951,918,131
SD,46,41520,2016,Lemmon School District 52-4,2129,295,50
SD,46,41550,2016,Lennox School District 41-4,6758,1353,56
SD,46,41640,2016,Leola School District 44-2,1204,253,41
SD,46,44770,2016,Lyman School District 42-1,3083,665,206
SD,46,39600,2016,Madison Central School District 39-2,10097,1402,153
SD,46,45450,2016,Marion School District 60-3,1568,237,33
SD,46,1026,2016,McCook Central School District 43-7,2304,454,52
SD,46,46260,2016,McIntosh School District 15-1,862,193,80
SD,46,46380,2016,McLaughlin School District 15-2,2511,682,309
SD,46,69930,2016,Meade School District 46-1,19736,3354,352
SD,46,47100,2016,Menno School District 33-2,1544,258,29
SD,46,2,2016,Milbank School District 25-4,5594,916,101
SD,46,47942,2016,Miller Area School District 29-4,3006,450,52
SD,46,48390,2016,Mitchell School District 17-2,18789,3138,415
SD,46,80441,2016,Mobridge-Pollock School District 62-6,4411,733,128
SD,46,48780,2016,Montrose School District 43-2,1129,217,13
SD,46,49650,2016,Mount Vernon School District 17-3,1018,226,22
SD,46,50670,2016,New Underwood School District 51-3,1259,230,44
SD,46,50850,2016,Newell School District 09-2,2227,391,75
SD,46,51750,2016,Northwestern Area School District 56-7,1817,321,30
SD,46,52770,2016,Oelrichs School District 23-3,343,47,7
SD,46,1027,2016,Oldham-Ramona School District 39-5,936,141,14
SD,46,54270,2016,Parker School District 60-4,2028,359,29
SD,46,54300,2016,Parkston School District 33-3,2956,547,68
SD,46,55260,2016,Pierre School District 32-2,16609,2749,277
SD,46,55710,2016,Plankinton School District 01-1,1293,282,35
SD,46,80438,2016,Platte-Geddes School District 11-5,3230,531,64
SD,46,59820,2016,Rapid City School District 51-4,99197,16266,2871
SD,46,60450,2016,Redfield School District 56-4,3564,618,77
SD,46,63360,2016,Rosholt School District 54-4,1039,193,41
SD,46,64140,2016,Rutland School District 39-4,653,110,9
SD,46,3932,2016,Sanborn Central School District 55-5,1233,208,40
SD,46,65180,2016,Scotland School District 04-3,1860,290,48
SD,46,1028,2016,Selby School District 62-5,1613,227,46
SD,46,65460,2016,Shannon County School District 65-1,14415,3843,1557
SD,46,66270,2016,Sioux Falls School District 49-5,160483,26651,2854
SD,46,66300,2016,Sioux Valley School District 05-5,3553,699,42
SD,46,53,2016,Sisseton School District 54-2,7979,1534,417
SD,46,75600,2016,Smee School District 15-3,477,139,57
SD,46,7670,2016,South Central School District 26-5,837,151,30
SD,46,66930,2016,Spearfish School District 40-2,16203,2169,236
SD,46,24850,2016,Stanley County School District 57-1,2993,534,54
SD,46,70140,2016,Summit School District 54-6,620,143,37
SD,46,52,2016,Tea Area School District 41-5,6813,1670,62
SD,46,71880,2016,Timber Lake School District 20-3,1591,337,100
SD,46,72090,2016,Todd County School District 66-1,10155,2854,1455
SD,46,44940,2016,Tri-Valley School District 49-6,5553,1176,79
SD,46,72450,2016,Tripp-Delmont School District 33-5,1536,239,47
SD,46,74370,2016,Vermillion School District 13-1,12433,1468,218
SD,46,74520,2016,Viborg Hurley 60-6,2357,412,46
SD,46,75420,2016,Wagner School District 11-4,3944,874,242
SD,46,75660,2016,Wall School District 51-5,1622,268,25
SD,46,76020,2016,Warner School District 06-5,1220,285,24
SD,46,76620,2016,Watertown School District 14-4,25779,4508,500
SD,46,76680,2016,Waubay School District 18-3,1328,282,59
SD,46,76740,2016,Waverly School District 14-5,1080,242,25
SD,46,76990,2016,Webster School District 18-5,3361,546,83
SD,46,77460,2016,Wessington Springs School District 36-2,1837,312,47
SD,46,31710,2016,West Central School District 49-7,6694,1491,73
SD,46,78510,2016,White Lake School District 01-3,730,134,11
SD,46,78570,2016,White River School District 47-1,1829,428,166
SD,46,79350,2016,Willow Lake School District 12-3,1055,181,35
SD,46,3,2016,Wilmot School District 54-7,1552,252,36
SD,46,79710,2016,Winner School District 59-2,4536,704,157
SD,46,80100,2016,Wolsey-Wessington School District 02-6,1304,235,35
SD,46,80190,2016,Woonsocket School District 55-4,1237,182,28
SD,46,80430,2016,Yankton School District 63-3,20291,2969,314
TN,47,30,2016,Alamo City School District,4176,386,105
TN,47,60,2016,Alcoa City School District,8731,1254,237
TN,47,90,2016,Anderson County School District,49404,6882,1396
TN,47,152,2016,Arlington Community School District,24179,4508,332
TN,47,120,2016,Athens City Schools,13710,1444,418
TN,47,153,2016,Bartlett City School District,57345,10736,1273
TN,47,180,2016,Bedford County School District,47484,9059,1815
TN,47,210,2016,Bells City School District,3666,329,70
TN,47,240,2016,Benton County School District,16014,2346,640
TN,47,270,2016,Bledsoe County School District,14675,1775,521
TN,47,300,2016,Blount County School District,91497,13650,2060
TN,47,1390,2016,Bradford Special School District,3519,576,100
TN,47,330,2016,Bradley County School District,60905,10603,1723
TN,47,360,2016,Bristol City School District,26425,3854,911
TN,47,420,2016,Campbell County School District,39714,6192,1981
TN,47,450,2016,Cannon County School District,14027,2146,418
TN,47,510,2016,Carter County School District,42334,6189,1691
TN,47,570,2016,Cheatham County School District,39880,6795,977
TN,47,600,2016,Chester County School District,17453,2843,611
TN,47,630,2016,Claiborne County School District,31757,4566,1286
TN,47,3030,2016,Clarksville-Montgomery County School System,188730,34413,5908
TN,47,660,2016,Clay County School District,7752,1150,370
TN,47,690,2016,Cleveland City School District,43585,6481,1334
TN,47,720,2016,Clinton City School District,9978,748,161
TN,47,750,2016,Cocke County School District,35219,4549,1498
TN,47,780,2016,Coffee County School District,36669,5226,990
TN,47,149,2016,Collierville School District,45941,10005,1238
TN,47,850,2016,Crockett County School District,14411,1840,404
TN,47,900,2016,Cumberland County School District,58655,7677,1951
TN,47,930,2016,Dayton City Elementary School District,7299,779,213
TN,47,990,2016,DeKalb County School District,19361,3053,849
TN,47,960,2016,Decatur County School District,11769,1849,458
TN,47,1020,2016,Dickson County School District,52170,8938,1572
TN,47,1050,2016,Dyer County School District,20854,3705,840
TN,47,1080,2016,Dyersburg City School District,16854,3032,887
TN,47,1110,2016,Elizabethton City School District,14168,1999,607
TN,47,1140,2016,Etowah City School District,3528,356,92
TN,47,1170,2016,Fayette County School District,39590,5919,1229
TN,47,1200,2016,Fayetteville City School District,6821,1026,307
TN,47,1230,2016,Fentress County School District,18033,2865,882
TN,47,78,2016,Fort Campbell Schools,7004,1515,226
TN,47,1290,2016,Franklin County School District,40438,6266,1188
TN,47,1260,2016,Franklin Special School District,42771,4903,565
TN,47,151,2016,Germantown Municipal School District,39123,7063,493
TN,47,1400,2016,Gibson County School District,18322,3534,510
TN,47,1410,2016,Giles County School District,29307,4564,966
TN,47,1440,2016,Grainger County School District,23072,3635,1007
TN,47,1470,2016,Greene County School District,53576,7978,1660
TN,47,1500,2016,Greeneville City School District,15039,2246,482
TN,47,1530,2016,Grundy County School District,13389,2158,634
TN,47,1,2016,Hamblen County School District,63785,10965,2575
TN,47,1590,2016,Hamilton County School District,357738,54365,9860
TN,47,1620,2016,Hancock County School District,6577,1022,409
TN,47,1650,2016,Hardeman County School District,25435,3694,1084
TN,47,1680,2016,Hardin County School District,25679,3892,1149
TN,47,1740,2016,Hawkins County School District,53731,7937,1884
TN,47,1770,2016,Haywood County School District,17853,3017,895
TN,47,1800,2016,Henderson County School District,27822,3985,849
TN,47,1830,2016,Henry County School District,32310,3775,937
TN,47,1860,2016,Hickman County School District,24295,3892,1021
TN,47,1890,2016,Hollow Rock-Bruceton Special School District,3873,609,174
TN,47,1920,2016,Houston County School District,8134,1360,319
TN,47,1950,2016,Humboldt City School District,8256,1293,404
TN,47,1980,2016,Humphreys County School District,18347,3016,721
TN,47,2010,2016,Huntingdon Special School District,7319,1152,284
TN,47,2070,2016,Jackson County School District,11566,1596,458
TN,47,2580,2016,Jackson-Madison County School System,97663,16110,4107
TN,47,2100,2016,Jefferson County School District,53535,8077,1788
TN,47,2130,2016,Johnson City School District,61946,8164,1831
TN,47,2160,2016,Johnson County School District,17754,2302,679
TN,47,2190,2016,Kingsport City School District,52366,7627,1955
TN,47,2220,2016,Knox County School District,456132,70385,11257
TN,47,2280,2016,Lake County School District,7560,806,330
TN,47,154,2016,Lakeland School System District,10454,1060,113
TN,47,2310,2016,Lauderdale County School District,26773,4643,1438
TN,47,2340,2016,Lawrence County School District,43081,7885,1646
TN,47,2370,2016,Lebanon Special School District,34550,4103,644
TN,47,2400,2016,Lenoir City School District,9114,1603,369
TN,47,2430,2016,Lewis County School District,11904,1935,533
TN,47,2460,2016,Lexington City School System,7636,832,225
TN,47,2490,2016,Lincoln County School District,26824,4676,804
TN,47,2520,2016,Loudon County School District,42340,5836,846
TN,47,2550,2016,Macon County School District,23450,4106,949
TN,47,2610,2016,Manchester City School District,10443,1248,316
TN,47,2640,2016,Marion County School District,27472,4244,1044
TN,47,2670,2016,Marshall County School District,31915,5601,963
TN,47,2700,2016,Maryville City School District,28442,5036,632
TN,47,2760,2016,Maury County School District,89981,15211,2470
TN,47,2790,2016,McKenzie Special School District,7307,1078,257
TN,47,2820,2016,McMinn County School District,52849,6682,1230
TN,47,2880,2016,McNairy County School District,25935,4377,1291
TN,47,2910,2016,Meigs County School District,12005,1886,469
TN,47,3180,2016,Metropolitan Nashville Public School District,684410,98704,22632
TN,47,2970,2016,Milan Special School District,10661,1993,403
TN,47,150,2016,Millington Municipal School District,17327,2900,648
TN,47,3000,2016,Monroe County School District,45970,6019,1354
TN,47,3060,2016,Moore County School District,6323,976,153
TN,47,3090,2016,Morgan County School District,21554,3234,851
TN,47,3150,2016,Murfreesboro City School District,128324,11275,1430
TN,47,3210,2016,Newport City School District,6855,732,372
TN,47,3240,2016,Oak Ridge City School District,29533,4591,821
TN,47,3270,2016,Obion County School District,20201,3315,728
TN,47,3300,2016,Oneida Special School District,3012,506,186
TN,47,3330,2016,Overton County School District,22051,3622,827
TN,47,3360,2016,Paris Special School District,11660,1240,415
TN,47,3390,2016,Perry County School District,7964,1243,379
TN,47,3420,2016,Pickett County School District,5142,723,175
TN,47,3450,2016,Polk County School District,16772,2565,583
TN,47,3480,2016,Putnam County School District,75931,11543,2527
TN,47,3510,2016,Rhea County School District,32442,4765,1091
TN,47,3540,2016,Richard City Special School District,974,160,52
TN,47,3590,2016,Roane County School District,49873,7226,1583
TN,47,3600,2016,Robertson County School District,69165,12533,1832
TN,47,3660,2016,Rogersville City Schools,4401,444,131
TN,47,3690,2016,Rutherford County School District,308251,44849,4910
TN,47,3720,2016,Scott County School District,18935,3428,873
TN,47,3750,2016,Sequatchie County School District,14897,2438,639
TN,47,3780,2016,Sevier County School District,96673,14931,3294
TN,47,148,2016,Shelby County School District,750688,132312,44897
TN,47,3870,2016,Smith County School District,19447,3348,611
TN,47,3900,2016,South Carroll Special School District,2492,411,97
TN,47,3960,2016,Stewart County School District,13182,2065,474
TN,47,3990,2016,Sullivan County School District,80708,11866,2500
TN,47,4020,2016,Sumner County School District,180063,32183,3891
TN,47,4050,2016,Sweetwater City School District,12371,1405,383
TN,47,4080,2016,Tipton County School District,61303,11577,2397
TN,47,4100,2016,Trenton Special School District,8643,1463,323
TN,47,4170,2016,Trousdale County School District,8271,1398,302
TN,47,4200,2016,Tullahoma City School District,19275,3394,689
TN,47,4230,2016,Unicoi County School District,17719,2542,605
TN,47,4260,2016,Union City School District,10377,1644,560
